id,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21,x_22,y_22,x_23,y_23,x_24,y_24,x_25,y_25,x_26,y_26,x_27,y_27,x_28,y_28,x_29,y_29,x_30,y_30,x_31,y_31,x_32,y_32,x_33,y_33,x_34,y_34,x_35,y_35,x_36,y_36,x_37,y_37,x_38,y_38,x_39,y_39,x_40,y_40,x_41,y_41,x_42,y_42,x_43,y_43,x_44,y_44,x_45,y_45,x_46,y_46,x_47,y_47,x_48,y_48,x_49,y_49,x_50,y_50,x_51,y_51,x_52,y_52,x_53,y_53,x_54,y_54,x_55,y_55,x_56,y_56,x_57,y_57,x_58,y_58,x_59,y_59,x_60,y_60
0,0.009350718,1.8124469e-05,0.029395156,-0.0033254083,0.058968466,0.0065212655,0.0718971,-0.009036465,0.092663474,-0.0032482445,0.1369215,-0.006377034,0.18467672,-0.003938008,0.23668796,0.002250744,0.30851728,-0.0009566322,0.37829915,-0.010089215,0.45071286,-0.0046931095,0.5587307,0.003964251,0.63039064,0.012203872,0.728431,0.014873849,0.8362368,0.01924783,0.9474208,0.02301091,1.0810106,0.030403059,1.2088008,0.03300511,1.3617239,0.038019,1.488397,0.04393617,1.6451924,0.030945085,1.8040367,0.04744193,1.976198,0.052833162,2.1551898,0.064968325,2.315415,0.07598524,2.5172045,0.074621595,2.732497,0.09173488,2.921282,0.087599196,3.1077862,0.09147072,3.3317418,0.13213375,3.5269265,0.11797458,3.7619321,0.1156735,4.020071,0.14205292,4.2241282,0.13344593,4.467475,0.17062406,4.7515535,0.185961,4.9872932,0.19299996,5.2491703,0.22195248,5.510829,0.24115027,5.7860484,0.25307852,6.0500154,0.28650314,6.2956567,0.30726838,6.5903716,0.31377512,6.862082,0.32816476,7.143832,0.36251938,7.4448466,0.3972852,7.75079,0.43386272,7.9920106,0.43226284,8.319875,0.48631692,8.599578,0.52466726,8.910566,0.51226,9.228022,0.57571423,9.5491295,0.5972339,9.815156,0.6318952,10.141419,0.65277785,10.425451,0.6857595,10.735732,0.70467347,11.081348,0.74474776,11.350336,0.79619694,11.667917,0.81417525
1,0.26686752,0.017635647,0.5012426,0.068265095,0.77065164,0.1136452,1.017645,0.19317783,1.2622741,0.22765864,1.5154965,0.29653287,1.8186773,0.38439184,2.0970232,0.48872453,2.3785594,0.6249284,2.6473367,0.7120753,2.9102201,0.84897524,3.2164018,0.99232805,3.436067,1.1567851,3.6901696,1.3492345,3.9255939,1.5507202,4.222853,1.74183,4.463126,1.9802116,4.75456,2.1936545,4.964709,2.4315264,5.2180886,2.7063782,5.4421835,2.9511824,5.64733,3.3019502,5.8935237,3.561039,6.0603004,3.8700154,6.2673388,4.1846213,6.5016603,4.506599,6.6866193,4.850533,6.849919,5.1711817,7.0233064,5.5808153,7.2016544,5.997642,7.3272114,6.379651,7.483511,6.7494407,7.64926,7.182911,7.749579,7.531894,7.90514,7.9845977,8.034672,8.43118,8.199623,8.824559,8.257392,9.363102,8.409467,9.785471,8.457268,10.224238,8.568185,10.708192,8.660647,11.173805,8.801644,11.677902,8.870717,12.12584,8.888654,12.590866,8.977301,13.144226,9.073812,13.593104,9.152097,14.133355,9.198409,14.59872,9.27922,15.124022,9.314298,15.595957,9.394209,16.155764,9.459279,16.694515,9.525116,17.169014,9.637649,17.662586,9.661752,18.23266,9.757317,18.744694,9.7946415,19.219769,9.836907,19.893196,9.87198,20.324501
2,0.86000633,0.0004703449,1.706409,0.028735654,2.6378303,0.037257653,3.469875,0.019546108,4.3125896,0.036477722,5.1239552,-0.0004375577,6.061019,0.02224296,6.9443116,0.08616185,7.816091,0.10568384,8.666417,0.058472548,9.486582,0.09273915,10.317692,0.16281159,11.170365,0.21828452,12.010763,0.27935994,12.838674,0.31904554,13.633421,0.3400617,14.471238,0.4014896,15.307764,0.4101181,16.15346,0.4387852,16.955542,0.4598843,17.841532,0.5191398,18.622246,0.57541597,19.470118,0.58260435,20.314205,0.6358199,21.09475,0.64658993,21.871176,0.69533056,22.703651,0.7105263,23.531841,0.7485903,24.31562,0.82161427,25.076632,0.8097852,25.861113,0.8383999,26.64047,0.87703,27.44792,0.917097,28.215303,0.9654318,28.99415,1.018491,29.78211,0.9796089,30.544203,1.1215864,31.259909,1.1031554,32.04313,1.1806822,32.84364,1.2888242,33.602196,1.2972507,34.38896,1.3212179,35.11215,1.3426723,35.837585,1.4314187,36.575375,1.5297287,37.353806,1.5267719,38.13799,1.5935458,38.839676,1.6987917,39.563725,1.7162737,40.272842,1.7998242,41.02308,1.823772,41.732395,1.863186,42.484142,1.9074106,43.206585,1.9914738,43.899143,2.0348034,44.66531,2.0642624,45.34983,2.1578467,46.022526,2.26645,46.713654,2.2559361,47.463646,2.3678687
3,0.3525261,-0.0010008169,0.71982086,0.007205086,1.1278191,0.007898461,1.4791974,-0.0041330885,1.8712665,0.00063477457,2.200899,-0.02068898,2.638114,-0.015105609,3.07739,0.0077239852,3.472489,0.008488424,3.8745043,-0.024497475,4.2834334,-0.018048603,4.676375,0.024154594,5.081901,0.04795292,5.486189,0.06551139,5.8883715,0.07092519,6.341576,0.07652906,6.78535,0.09903721,7.248558,0.088099234,7.6562705,0.098511875,8.14049,0.094716735,8.566722,0.098091155,9.047599,0.11822912,9.5252285,0.11611458,9.888764,0.10077117,10.370317,0.100179836,10.846867,0.11771814,11.297114,0.08762174,11.7536545,0.06559328,12.228786,0.099797696,12.634142,0.09980175,13.162346,0.12298679,13.544229,0.15009274,14.053107,0.0847539,14.460466,0.10723652,14.977788,0.088746056,15.379663,0.13672577,15.9084635,0.087349005,16.349623,0.12267761,16.835873,0.13545899,17.220163,0.18974675,17.64008,0.16863662,18.20954,0.16750036,18.559227,0.22062773,19.132412,0.1941865,19.538809,0.179806,19.907902,0.2157081,20.322767,0.1787866,20.891499,0.27187222,21.206783,0.18993466,21.725086,0.2160244,22.191067,0.26449823,22.602917,0.26838505,22.954302,0.27893832,23.389801,0.24097078,23.828993,0.21288581,24.24137,0.27507198,24.721949,0.29187363,25.058233,0.24606284,25.440872,0.37936538,25.836414,0.36881852
4,0.6350162,-0.0009413315,1.2636398,0.007161187,1.9447532,0.008680534,2.556319,-0.011043591,3.183268,-0.013407439,3.7814465,-0.042143047,4.4671736,-0.03767461,5.142661,-0.002254488,5.771184,-0.017046593,6.3929214,-0.05806538,7.0244446,-0.04090889,7.632873,-0.016666332,8.23851,0.020019382,8.844223,0.039220497,9.445946,0.04659807,10.046072,0.05597142,10.681221,0.06936524,11.29771,0.06853401,11.913883,0.07680595,12.528494,0.07115812,13.138993,0.07292336,13.756028,0.081956,14.376972,0.09262439,14.944493,0.09999297,15.535691,0.098253414,16.124683,0.09435002,16.729065,0.087434106,17.32443,0.08571748,17.911802,0.090212315,18.436756,0.07860884,19.046515,0.091709614,19.595991,0.09949054,20.191061,0.078401,20.726028,0.07362904,21.324533,0.08353947,21.885626,0.100293025,22.448763,0.10986049,22.989553,0.09553461,23.568787,0.12054925,24.123356,0.1708423,24.65446,0.1512075,25.24263,0.17229353,25.760126,0.18570846,26.30835,0.18475895,26.856972,0.21145844,27.39295,0.19575629,27.915028,0.24379525,28.479563,0.2560913,28.99989,0.24511759,29.544914,0.26596308,30.076065,0.2883687,30.575928,0.28325284,31.11656,0.30690768,31.622423,0.33393162,32.150425,0.3329925,32.655586,0.36244476,33.207664,0.38121623,33.708557,0.39597997,34.177677,0.43308204,34.694313,0.4327929
5,-0.012528076,0.06617505,0.0043432787,0.018617293,0.06188559,-0.0013409299,0.21642898,-0.084441856,0.37058213,-0.024248883,0.22698039,0.008879177,0.3593794,-0.043280546,0.5387025,-0.01912901,0.5149579,-0.08995865,0.67005885,-0.10424727,0.67146254,-0.18542062,0.8644365,-0.084595,0.8181894,-0.016208917,1.0495958,-0.19061822,1.1972935,-0.17846751,1.3289331,-0.20952827,1.3893261,-0.3107187,1.5925915,-0.35304698,1.739685,-0.2150748,2.0317864,-0.36991176,2.1361578,-0.40107885,2.3340282,-0.4391101,2.4915996,-0.53171885,2.8064306,-0.6243816,2.918126,-0.64218354,3.2078888,-0.69956064,3.5103796,-0.6455556,3.6655066,-0.73109305,3.9654608,-0.9785329,4.216899,-0.8101048,4.435887,-0.78765094,4.480072,-0.84878004,4.832517,-0.87985575,5.2287107,-1.1173568,5.522727,-1.0841933,5.97061,-1.0905992,5.9785547,-1.1991602,6.356995,-1.223976,6.7400074,-1.2952361,6.8460565,-1.2655983,7.5518527,-1.3076758,7.872236,-1.5631181,8.378756,-1.4942036,8.500732,-1.6892589,8.997862,-1.4313458,9.54637,-1.7463899,9.722569,-1.9718312,10.111312,-1.7228153,10.674184,-2.0300174,11.155019,-2.1668525,11.391463,-1.9659947,11.804792,-2.1448932,11.997856,-2.500502,12.511672,-2.0729597,12.997674,-2.371797,13.3618355,-2.5167575,13.986901,-2.4435694,14.3380785,-2.8803215,14.420736,-2.956324,15.051259,-2.8917139
6,0.6068264,-0.0029924465,1.189385,0.005087288,1.818575,0.005963545,2.3994107,-0.008878751,2.9517164,-0.009950783,3.5362997,-0.02938971,4.1180005,-0.030309383,4.707106,-0.00712383,5.25697,-0.0085546,5.788312,-0.03488561,6.2904744,-0.018206675,6.8581457,-0.0015987251,7.32836,0.017286569,7.840459,0.034152314,8.33654,0.031391703,8.80801,0.053359278,9.289546,0.04712568,9.738195,0.079298906,10.268189,0.07133794,10.664054,0.067082115,11.14855,0.0423117,11.607423,0.075552076,12.027636,0.09174206,12.531375,0.110007025,12.917517,0.12690417,13.287323,0.09505049,13.773681,0.11601024,14.139216,0.13579896,14.553674,0.09525463,14.907649,0.1384736,15.253281,0.11645162,15.671498,0.08834185,16.049402,0.14735666,16.43664,0.095140114,16.767721,0.15701841,17.207891,0.14244114,17.472633,0.18574077,17.854212,0.16919212,18.161797,0.18215851,18.582996,0.18135943,18.93411,0.20142037,19.165506,0.22680746,19.635532,0.21647733,19.812992,0.22760563,20.23061,0.30036712,20.67936,0.25762734,20.925415,0.34665284,21.141895,0.25423688,21.6277,0.3476681,21.887604,0.36417723,22.12989,0.3741703,22.523825,0.36429942,22.878738,0.38554147,23.125532,0.4772398,23.459618,0.49975675,23.747713,0.4902619,24.011908,0.50512,24.443333,0.5404407,24.825281,0.49182838,25.139053,0.51334023
7,0.37817279,0.16549313,0.7385521,0.1708679,1.1586262,0.24217261,1.6344395,0.29614806,2.065412,0.4218371,2.350177,0.5964987,2.8458965,0.7362333,3.3049457,0.9438902,3.6489215,0.9945848,4.073575,1.1651572,4.5163264,1.3404216,4.8208995,1.5751859,5.2865453,1.7809219,5.5800576,1.9252318,6.121829,2.1664813,6.5791974,2.4813192,6.777257,2.608026,7.143245,2.9342833,7.723626,3.2224724,8.179103,3.5065818,8.457178,3.7022333,8.9777775,3.7556636,9.323668,4.206061,9.910417,4.5235863,10.3091755,4.73555,10.621091,5.006849,11.106186,5.3583345,11.322361,5.69548,11.918925,5.768193,12.273055,5.9853816,12.79019,6.1840725,13.290242,6.6320367,13.603039,6.654329,13.916882,7.0971417,14.494222,7.3720183,14.7299385,7.8039913,15.236485,8.057294,15.592652,8.205569,15.877179,8.63929,16.599245,8.807661,16.635227,9.108631,17.166681,9.429221,17.637308,9.777884,18.216228,10.317599,18.488955,10.437366,18.741308,10.778905,19.03507,11.207111,19.586351,11.393468,19.828644,11.935356,20.34253,12.006756,20.867092,12.408049,20.9102,12.653902,21.065516,13.039501,21.643005,13.41018,22.124557,13.889627,22.330305,14.241894,22.849867,14.3775625,22.949244,14.659709,23.499268,15.128708,23.978281,15.511543
8,0.77858716,0.013872211,1.5495129,0.028673874,2.390439,0.05685578,3.1450694,0.036554173,3.9198143,0.049877882,4.672606,0.041244924,5.5514436,0.06180292,6.3611016,0.13083851,7.194567,0.14075324,7.9907885,0.10780111,8.773357,0.17180042,9.551051,0.23613049,10.338052,0.3058791,11.123763,0.36461103,11.93336,0.41336292,12.740826,0.46565178,13.564816,0.52490187,14.362768,0.5664991,15.173249,0.5922406,15.998593,0.62001586,16.851221,0.7169806,17.631363,0.7371677,18.45965,0.7523096,19.259546,0.8148358,20.081995,0.84083813,20.90984,0.92015594,21.68147,0.9497121,22.541214,0.988859,23.280214,1.0637593,24.099802,1.0735787,24.948961,1.104639,25.750093,1.1613346,26.541033,1.1799597,27.37309,1.2950503,28.162033,1.2877715,28.961618,1.3455566,29.774391,1.4315182,30.540087,1.4593341,31.361153,1.5367837,32.1445,1.6293379,32.955322,1.6637092,33.81015,1.7247499,34.53886,1.7719283,35.360634,1.8597839,36.17142,1.9110849,36.94018,1.981439,37.783363,2.058087,38.600647,2.170421,39.314476,2.2037406,40.102646,2.2667737,40.96443,2.3433661,41.701836,2.3957462,42.547195,2.4835777,43.328327,2.5274532,44.12035,2.6390104,44.897694,2.6984644,45.705814,2.7635195,46.447712,2.9016418,47.144203,2.9305558,47.977753,3.0378191
9,0.06761131,0.039318684,0.13118783,-0.014643623,0.27211428,0.027072486,0.36156553,-0.0047539007,0.51487,0.021588402,0.5993175,-0.020153463,0.82498735,0.030970883,0.98923504,0.022393433,1.1679507,0.043334655,1.3374243,0.004853878,1.5394435,0.03380386,1.7280169,0.043141834,1.9461145,0.07239255,2.1619956,0.08705847,2.4188137,0.09044007,2.7413871,0.11956037,2.9869573,0.12991975,3.2402682,0.16140994,3.5438974,0.15223114,3.8619852,0.17304704,4.170502,0.23843399,4.520724,0.2298187,4.8212676,0.22903559,5.1932726,0.23293778,5.5597544,0.23905651,5.9007063,0.2841815,6.246836,0.27588767,6.6133094,0.3067098,7.0050025,0.3695544,7.3797894,0.36575007,7.7812033,0.40838167,8.22877,0.4657113,8.611256,0.43483868,9.060196,0.51230806,9.452978,0.51991457,9.871568,0.56943804,10.2523575,0.6473383,10.744088,0.6951119,11.163777,0.71338594,11.612898,0.7523266,12.079831,0.7929048,12.463565,0.84595406,12.95405,0.90102285,13.37633,0.9706513,13.846213,1.0081118,14.391935,1.1056546,14.791202,1.1278858,15.207366,1.2068994,15.715397,1.2721761,16.17779,1.2976623,16.58995,1.3959599,17.11585,1.4493115,17.578014,1.5290241,18.020914,1.5726047,18.434488,1.6799401,18.885149,1.6903702,19.307987,1.8041642,19.86012,1.9023699,20.325865,1.9551821,20.877323,2.017541
